Gene symbol	chr	geneID	gene type
ENSG00000284602	chr1	ENSG00000284602	lncRNA
ENSG00000284603	chr8	ENSG00000284603	transcribed_unprocessed_pseudogene
ENSG00000284604	chr2	ENSG00000284604	lncRNA
ENPP7P15	chr11	ENSG00000284605	transcribed_unprocessed_pseudogene
ENSG00000284606	chr8	ENSG00000284606	lncRNA
ENSG00000284607	chr6	ENSG00000284607	lncRNA
ENSG00000284608	chr2	ENSG00000284608	lncRNA
OR8B3	chr11	ENSG00000284609	protein_coding
ENSG00000284610	chr8	ENSG00000284610	transcribed_unprocessed_pseudogene
ENSG00000284611	chr9	ENSG00000284611	unprocessed_pseudogene
ENSG00000284612	chr9	ENSG00000284612	lncRNA
ENSG00000284613	chr8	ENSG00000284613	transcribed_unprocessed_pseudogene
ENSG00000284614	chr8	ENSG00000284614	unprocessed_pseudogene
ENSG00000284615	chr6	ENSG00000284615	lncRNA
ENSG00000284616	chr1	ENSG00000284616	lncRNA
ENSG00000284617	chr8	ENSG00000284617	unprocessed_pseudogene
ENSG00000284618	chrX	ENSG00000284618	lncRNA
ENSG00000284619	chr2	ENSG00000284619	transcribed_unprocessed_pseudogene
ENSG00000284620	chr8	ENSG00000284620	transcribed_unprocessed_pseudogene
ENSG00000284621	chr22	ENSG00000284621	unitary_pseudogene
SCYGR10	chr2	ENSG00000284622	protein_coding
LINC02786	chr1	ENSG00000284623	lncRNA
ENSG00000284624	chr3	ENSG00000284624	lncRNA
ENSG00000284625	chr11	ENSG00000284625	unprocessed_pseudogene
ENSG00000284626	chr15	ENSG00000284626	protein_coding
ENSG00000284627	chr7	ENSG00000284627	transcribed_unprocessed_pseudogene
ENSG00000284628	chr15	ENSG00000284628	unprocessed_pseudogene
SCYGR1	chr2	ENSG00000284629	protein_coding
ENSG00000284630	chr22	ENSG00000284630	transcribed_unitary_pseudogene
SCYGR4	chr2	ENSG00000284631	protein_coding
ENSG00000284632	chr1	ENSG00000284632	lncRNA
ENSG00000284633	chr22	ENSG00000284633	lncRNA
ENSG00000284634	chr12	ENSG00000284634	lncRNA
SCYGR8	chr2	ENSG00000284635	protein_coding
ENSG00000284636	chr4	ENSG00000284636	unprocessed_pseudogene
ENSG00000284637	chr1	ENSG00000284637	unprocessed_pseudogene
SMIM44	chr19	ENSG00000284638	protein_coding
ENSG00000284639	chr11	ENSG00000284639	transcribed_unprocessed_pseudogene
ENSG00000284640	chr1	ENSG00000284640	lncRNA
ENSG00000284641	chr1	ENSG00000284641	lncRNA
ENSG00000284642	chr1	ENSG00000284642	lncRNA
SCYGR2	chr2	ENSG00000284643	protein_coding
ENSG00000284644	chr7	ENSG00000284644	lncRNA
ENSG00000284645	chr1	ENSG00000284645	lncRNA
ENSG00000284646	chr1	ENSG00000284646	lncRNA
ENSG00000284648	chr4	ENSG00000284648	unprocessed_pseudogene
ENSG00000284649	chr16	ENSG00000284649	transcribed_unprocessed_pseudogene
ENSG00000284650	chr1	ENSG00000284650	lncRNA
ENSG00000284651	chr22	ENSG00000284651	unitary_pseudogene
ENSG00000284652	chr1	ENSG00000284652	lncRNA
ENSG00000284653	chr1	ENSG00000284653	lncRNA
ENSG00000284654	chr22	ENSG00000284654	unitary_pseudogene
ENSG00000284655	chr8	ENSG00000284655	unprocessed_pseudogene
ENSG00000284656	chr6	ENSG00000284656	lncRNA
ENSG00000284657	chr1	ENSG00000284657	lncRNA
ENSG00000284658	chr9	ENSG00000284658	unprocessed_pseudogene
ENSG00000284659	chr2	ENSG00000284659	processed_pseudogene
ENSG00000284660	chr3	ENSG00000284660	transcribed_unprocessed_pseudogene
ENSG00000284661	chr8	ENSG00000284661	transcribed_unprocessed_pseudogene
OR4F16	chr1	ENSG00000284662	protein_coding
ENSG00000284663	chr8	ENSG00000284663	transcribed_unprocessed_pseudogene
ENSG00000284664	chr14	ENSG00000284664	lncRNA
ENSG00000284665	chr22	ENSG00000284665	unprocessed_pseudogene
ENSG00000284666	chr1	ENSG00000284666	lncRNA
SCYGR5	chr2	ENSG00000284667	protein_coding
LINC02780	chr1	ENSG00000284668	lncRNA
ENSG00000284669	chr3	ENSG00000284669	lncRNA
RPSAP56	chr16	ENSG00000284670	translated_processed_pseudogene
ENSG00000284671	chr16	ENSG00000284671	transcribed_unprocessed_pseudogene
ENSG00000284672	chr3	ENSG00000284672	lncRNA
ENSG00000284673	chr12	ENSG00000284673	transcribed_unprocessed_pseudogene
LINC02781	chr1	ENSG00000284674	lncRNA
ENSG00000284675	chr16	ENSG00000284675	lncRNA
ENSG00000284676	chr1	ENSG00000284676	lncRNA
ENSG00000284677	chr1	ENSG00000284677	lncRNA
LINC02811	chr1	ENSG00000284678	lncRNA
ENSG00000284679	chr13	ENSG00000284679	processed_pseudogene
OR8B2	chr11	ENSG00000284680	protein_coding
ENSG00000284682	chr12	ENSG00000284682	unitary_pseudogene
ENSG00000284684	chr4	ENSG00000284684	protein_coding
ENSG00000284685	chr16	ENSG00000284685	lncRNA
ENSG00000284686	chr1	ENSG00000284686	protein_coding
ENSG00000284687	chr12	ENSG00000284687	transcribed_unprocessed_pseudogene
BTN1A1P1	chr6	ENSG00000284688	unprocessed_pseudogene
OR7E84P	chr4	ENSG00000284689	unprocessed_pseudogene
CD300H	chr17	ENSG00000284690	protein_coding
ENSG00000284691	chr7	ENSG00000284691	protein_coding
ENSG00000284692	chr1	ENSG00000284692	lncRNA
LINC02606	chr1	ENSG00000284693	lncRNA
ENSG00000284694	chr1	ENSG00000284694	lncRNA
ENSG00000284695	chr4	ENSG00000284695	protein_coding
LINC02808	chr1	ENSG00000284696	lncRNA
ENSG00000284697	chr12	ENSG00000284697	lncRNA
ENSG00000284698	chr8	ENSG00000284698	unprocessed_pseudogene
ENSG00000284699	chr1	ENSG00000284699	lncRNA
ENSG00000284700	chr1	ENSG00000284700	lncRNA
TMEM247	chr2	ENSG00000284701	protein_coding
ENSG00000284702	chr1	ENSG00000284702	lncRNA
ENSG00000284703	chr1	ENSG00000284703	lncRNA
SCYGR3	chr2	ENSG00000284704	protein_coding
ENSG00000284705	chr1	ENSG00000284705	lncRNA
ENSG00000284706	chr2	ENSG00000284706	unprocessed_pseudogene
ENSG00000284707	chr7	ENSG00000284707	lncRNA
ENSG00000284708	chr1	ENSG00000284708	lncRNA
ENSG00000284709	chr15	ENSG00000284709	processed_pseudogene
ENSG00000284710	chr1	ENSG00000284710	lncRNA
ENSG00000284711	chr19	ENSG00000284711	unitary_pseudogene
SMIM38	chr11	ENSG00000284713	protein_coding
ENSG00000284715	chr11	ENSG00000284715	unprocessed_pseudogene
ENSG00000284716	chr1	ENSG00000284716	lncRNA
ENSG00000284717	chr8	ENSG00000284717	unitary_pseudogene
SCYGR7	chr2	ENSG00000284718	protein_coding
ENSG00000284719	chr1	ENSG00000284719	lncRNA
ENSG00000284720	chr1	ENSG00000284720	lncRNA
ENSG00000284721	chr1	ENSG00000284721	lncRNA
ENSG00000284722	chr11	ENSG00000284722	lncRNA
OR8S1	chr12	ENSG00000284723	protein_coding
ENSG00000284724	chr8	ENSG00000284724	transcribed_unprocessed_pseudogene
SCYGR6	chr2	ENSG00000284725	protein_coding
ENSG00000284726	chr1	ENSG00000284726	lncRNA
ENSG00000284727	chr4	ENSG00000284727	transcribed_unprocessed_pseudogene
ENSG00000284728	chr8	ENSG00000284728	unprocessed_pseudogene
TMDD1	chr12	ENSG00000284730	protein_coding
ENSG00000284731	chr3	ENSG00000284731	unprocessed_pseudogene
ENSG00000284732	chr11	ENSG00000284732	protein_coding
OR4F29	chr1	ENSG00000284733	protein_coding
ENSG00000284734	chr1	ENSG00000284734	lncRNA
ENSG00000284735	chr1	ENSG00000284735	lncRNA
RNA5SP343	chr11	ENSG00000284736	rRNA
ENSG00000284738	chr1	ENSG00000284738	lncRNA
ENSG00000284739	chr1	ENSG00000284739	lncRNA
ENSG00000284740	chr1	ENSG00000284740	transcribed_unprocessed_pseudogene
OR11P1P	chr14	ENSG00000284742	unprocessed_pseudogene
ENSG00000284743	chr1	ENSG00000284743	lncRNA
ENSG00000284744	chr1	ENSG00000284744	lncRNA
ENSG00000284745	chr1	ENSG00000284745	lncRNA
ENSG00000284746	chr8	ENSG00000284746	transcribed_unprocessed_pseudogene
ENSG00000284747	chr1	ENSG00000284747	lncRNA
ENSG00000284748	chr1	ENSG00000284748	lncRNA
EEF1AKMT4	chr3	ENSG00000284753	protein_coding
PDE8B	chr5	ENSG00000284762	protein_coding
ENSG00000284763	chr9	ENSG00000284763	unprocessed_pseudogene
TBCE	chr1	ENSG00000284770	protein_coding
ENSG00000284772	chr15	ENSG00000284772	protein_coding
ENSG00000284773	chr1	ENSG00000284773	protein_coding
ENSG00000284776	chr20	ENSG00000284776	protein_coding
ENSG00000284779	chr11	ENSG00000284779	protein_coding
ENSG00000284783	chr15	ENSG00000284783	transcribed_unprocessed_pseudogene
ENSG00000284788	chr15	ENSG00000284788	unprocessed_pseudogene
SMIM41	chr12	ENSG00000284791	protein_coding
CIST1	chr19	ENSG00000284797	protein_coding
ENSG00000284800	chrX	ENSG00000284800	protein_coding
ENSG00000284803	chr15	ENSG00000284803	lncRNA
ENSG00000284808	chr1	ENSG00000284808	lncRNA
ENSG00000284809	chr13	ENSG00000284809	lncRNA
ENSG00000284820	chr2	ENSG00000284820	protein_coding
ENSG00000284823	chr6	ENSG00000284823	lncRNA
ENSG00000284825	chr6	ENSG00000284825	lncRNA
ENSG00000284829	chr6	ENSG00000284829	lncRNA
ENSG00000284830	chr1	ENSG00000284830	lncRNA
ENSG00000284834	chr15	ENSG00000284834	unprocessed_pseudogene
ENSG00000284837	chr17	ENSG00000284837	lncRNA
ENSG00000284839	chr7	ENSG00000284839	lncRNA
ENSG00000284840	chr7	ENSG00000284840	transcribed_unprocessed_pseudogene
FAM91A2P	chr1	ENSG00000284842	transcribed_processed_pseudogene
TOMT	chr11	ENSG00000284844	protein_coding
ENSG00000284846	chr1	ENSG00000284846	lncRNA
ENSG00000284847	chr4	ENSG00000284847	unprocessed_pseudogene
LINC02359	chr12	ENSG00000284848	lncRNA
ENSG00000284858	chr8	ENSG00000284858	processed_pseudogene
CCDC39	chr3	ENSG00000284862	protein_coding
ENSG00000284867	chr9	ENSG00000284867	unprocessed_pseudogene
OOSP1	chr11	ENSG00000284873	protein_coding
ENSG00000284874	chr22	ENSG00000284874	protein_coding
ENSG00000284876	chr17	ENSG00000284876	lncRNA
NCAL1	chr2	ENSG00000284879	lncRNA
ENSG00000284882	chr1	ENSG00000284882	lncRNA
KRT88P	chr12	ENSG00000284883	unprocessed_pseudogene
OR4H6P	chr15	ENSG00000284892	unprocessed_pseudogene
ENSG00000284895	chr1	ENSG00000284895	protein_coding
ENSG00000284902	chr2	ENSG00000284902	lncRNA
ENSG00000284906	chr15	ENSG00000284906	protein_coding
ENSG00000284914	chr6	ENSG00000284914	lncRNA
EEF1AKMT4-ECE2	chr3	ENSG00000284917	protein_coding
LRTOMT	chr11	ENSG00000284922	protein_coding
ENSG00000284928	chr1	ENSG00000284928	lncRNA
ENSG00000284930	chr14	ENSG00000284930	lncRNA
ENSG00000284931	chr11	ENSG00000284931	protein_coding
ENSG00000284932	chr2	ENSG00000284932	unprocessed_pseudogene
ENSG00000284934	chr12	ENSG00000284934	protein_coding
ENSG00000284946	chr15	ENSG00000284946	protein_coding
ENSG00000284948	chr8	ENSG00000284948	lncRNA
ENSG00000284951	chr10	ENSG00000284951	unitary_pseudogene
ENSG00000284952	chr3	ENSG00000284952	protein_coding
ENSG00000284954	chr6	ENSG00000284954	lncRNA
ENSG00000284956	chr8	ENSG00000284956	protein_coding
ENSG00000284957	chr8	ENSG00000284957	lncRNA
ENSG00000284959	chr14	ENSG00000284959	lncRNA
ENSG00000284962	chr9	ENSG00000284962	unprocessed_pseudogene
ENSG00000284964	chr1	ENSG00000284964	transcribed_unprocessed_pseudogene
ENSG00000284966	chr13	ENSG00000284966	lncRNA
ENSG00000284968	chr4	ENSG00000284968	lncRNA
ENSG00000284969	chr11	ENSG00000284969	protein_coding
ENSG00000284976	chr9	ENSG00000284976	protein_coding
ENSG00000284977	chr9	ENSG00000284977	lncRNA
UPK3BL2	chr7	ENSG00000284981	protein_coding
ENSG00000284985	chr20	ENSG00000284985	unprocessed_pseudogene
ENSG00000284986	chr9	ENSG00000284986	transcribed_unprocessed_pseudogene
ENSG00000284987	chrX	ENSG00000284987	protein_coding
LINC02203	chr15	ENSG00000284988	lncRNA
ENSG00000284989	chr1	ENSG00000284989	protein_coding
ENSG00000284994	chrX	ENSG00000284994	lncRNA
ENSG00000284999	chr6	ENSG00000284999	lncRNA
ENSG00000285000	chr5	ENSG00000285000	protein_coding
ENSG00000285006	chr14	ENSG00000285006	lncRNA
OOSP4A	chr11	ENSG00000285010	protein_coding
ENSG00000285012	chr16	ENSG00000285012	lncRNA
ENSG00000285016	chr2	ENSG00000285016	lncRNA
ENSG00000285018	chrX	ENSG00000285018	lncRNA
ENSG00000285020	chr16	ENSG00000285020	unprocessed_pseudogene
MIURF	chr22	ENSG00000285025	protein_coding
ENSG00000285030	chr12	ENSG00000285030	processed_pseudogene
ENSG00000285035	chr15	ENSG00000285035	transcribed_unprocessed_pseudogene
ENSG00000285040	chr16	ENSG00000285040	lncRNA
ENSG00000285041	chr1	ENSG00000285041	lncRNA
ENSG00000285042	chr5	ENSG00000285042	lncRNA
ENSG00000285043	chr16	ENSG00000285043	protein_coding
ENSG00000285045	chr22	ENSG00000285045	unprocessed_pseudogene
SLC7A14-AS1	chr3	ENSG00000285051	lncRNA
ENSG00000285053	chr1	ENSG00000285053	protein_coding
ENSG00000285057	chr17	ENSG00000285057	transcribed_unprocessed_pseudogene
ENSG00000285062	chr1	ENSG00000285062	transcribed_unprocessed_pseudogene
ENSG00000285064	chr6	ENSG00000285064	protein_coding
ENSG00000285068	chr2	ENSG00000285068	lncRNA
ENSG00000285076	chr9	ENSG00000285076	unprocessed_pseudogene
ARHGAP11B	chr15	ENSG00000285077	protein_coding
ENSG00000285079	chr1	ENSG00000285079	lncRNA
ENSG00000285080	chr15	ENSG00000285080	lncRNA
ENSG00000285081	chr7	ENSG00000285081	lncRNA
ENSG00000285082	chr9	ENSG00000285082	protein_coding
ENSG00000285085	chr6	ENSG00000285085	protein_coding
ENSG00000285090	chr7	ENSG00000285090	lncRNA
ENSG00000285091	chr20	ENSG00000285091	lncRNA
LINC01488	chr11	ENSG00000285094	lncRNA
ENSG00000285095	chr18	ENSG00000285095	lncRNA
ENSG00000285100	chr20	ENSG00000285100	lncRNA
ENSG00000285102	chr12	ENSG00000285102	transcribed_unprocessed_pseudogene
EMICERI	chr9	ENSG00000285103	lncRNA
ENSG00000285108	chr8	ENSG00000285108	lncRNA
ENSG00000285115	chr9	ENSG00000285115	unprocessed_pseudogene
OR4H6BP	chr15	ENSG00000285116	unprocessed_pseudogene
ENSG00000285117	chr15	ENSG00000285117	protein_coding
PIGY-DT	chr4	ENSG00000285122	lncRNA
ENSG00000285128	chr19	ENSG00000285128	lncRNA
ENSG00000285130	chr9	ENSG00000285130	protein_coding
ENSG00000285133	chr12	ENSG00000285133	protein_coding
OR4Q1P	chr15	ENSG00000285135	transcribed_unprocessed_pseudogene
ENSG00000285142	chr12	ENSG00000285142	unprocessed_pseudogene
ENSG00000285144	chr20	ENSG00000285144	lncRNA
ENSG00000285151	chr5	ENSG00000285151	lncRNA
ENSG00000285159	chr6	ENSG00000285159	lncRNA
THSD1P1	chr13	ENSG00000285160	transcribed_unprocessed_pseudogene
ENSG00000285163	chr16	ENSG00000285163	lncRNA
ENSG00000285165	chr7	ENSG00000285165	lncRNA
ENSG00000285169	chr9	ENSG00000285169	lncRNA
ENSG00000285171	chrX	ENSG00000285171	protein_coding
ENSG00000285177	chr1	ENSG00000285177	lncRNA
ENSG00000285179	chr1	ENSG00000285179	lncRNA
ENSG00000285184	chr1	ENSG00000285184	lncRNA
PDE4C	chr19	ENSG00000285188	protein_coding
ENSG00000285190	chr5	ENSG00000285190	lncRNA
ENSG00000285191	chr12	ENSG00000285191	lncRNA
ENSG00000285201	chr1	ENSG00000285201	lncRNA
SMN-AS1	chr5	ENSG00000285204	lncRNA
ENSG00000285205	chr14	ENSG00000285205	lncRNA
LINC02795	chr1	ENSG00000285210	lncRNA
ENSG00000285212	chr6	ENSG00000285212	lncRNA
ENSG00000285215	chr1	ENSG00000285215	transcribed_unprocessed_pseudogene
ENSG00000285216	chr6	ENSG00000285216	lncRNA
ENSG00000285218	chr3	ENSG00000285218	protein_coding
HULC	chr6	ENSG00000285219	lncRNA
ENSG00000285220	chr17	ENSG00000285220	lncRNA
ENSG00000285228	chr13	ENSG00000285228	unitary_pseudogene
RALY-AS1	chr20	ENSG00000285230	lncRNA
OOSP3	chr11	ENSG00000285231	protein_coding
PRSS52P	chr8	ENSG00000285237	unprocessed_pseudogene
ENSG00000285238	chr12	ENSG00000285238	protein_coding
ENSG00000285239	chr1	ENSG00000285239	lncRNA
DINOL	chr6	ENSG00000285244	lncRNA
ENSG00000285245	chr9	ENSG00000285245	protein_coding
ENSG00000285253	chr15	ENSG00000285253	protein_coding
ENSG00000285254	chr10	ENSG00000285254	unitary_pseudogene
ENSG00000285257	chr10	ENSG00000285257	unprocessed_pseudogene
ENSG00000285268	chr1	ENSG00000285268	transcribed_processed_pseudogene
ENSG00000285269	chr9	ENSG00000285269	protein_coding
TFAP2A-AS2	chr6	ENSG00000285278	lncRNA
ENSG00000285280	chr1	ENSG00000285280	lncRNA
ENSG00000285283	chr11	ENSG00000285283	protein_coding
ENSG00000285287	chr9	ENSG00000285287	unprocessed_pseudogene
ABCF2-H2BK1	chr7	ENSG00000285292	protein_coding
LINC00842	chr10	ENSG00000285294	lncRNA
ENSG00000285300	chr10	ENSG00000285300	lncRNA
ENSG00000285303	chr16	ENSG00000285303	transcribed_unprocessed_pseudogene
ENSG00000285304	chr22	ENSG00000285304	protein_coding
ENSG00000285314	chr22	ENSG00000285314	lncRNA
ENSG00000285323	chr13	ENSG00000285323	transcribed_unprocessed_pseudogene
ENSG00000285325	chr1	ENSG00000285325	lncRNA
ENSG00000285329	chr16	ENSG00000285329	protein_coding
ENSG00000285330	chr4	ENSG00000285330	protein_coding
TCF12-DT	chr15	ENSG00000285331	lncRNA
ENSG00000285336	chr3	ENSG00000285336	lncRNA
ENSG00000285338	chr11	ENSG00000285338	lncRNA
ENSG00000285347	chr20	ENSG00000285347	lncRNA
ENSG00000285354	chr2	ENSG00000285354	lncRNA
ENSG00000285361	chr1	ENSG00000285361	lncRNA
ENSG00000285366	chr5	ENSG00000285366	TEC
ENSG00000285367	chr16	ENSG00000285367	lncRNA
ENSG00000285370	chr9	ENSG00000285370	unprocessed_pseudogene
LINC02478	chr2	ENSG00000285373	lncRNA
ENSG00000285374	chr1	ENSG00000285374	lncRNA
ENSG00000285382	chr20	ENSG00000285382	protein_coding
ENSG00000285388	chr11	ENSG00000285388	transcribed_unprocessed_pseudogene
ENSG00000285398	chr7	ENSG00000285398	TEC
ENSG00000285401	chr6	ENSG00000285401	processed_pseudogene
ENSG00000285402	chr10	ENSG00000285402	lncRNA
ENSG00000285404	chr22	ENSG00000285404	protein_coding
OR11J6P	chr15	ENSG00000285405	unprocessed_pseudogene
ENSG00000285407	chr1	ENSG00000285407	lncRNA
ENSG00000285409	chr1	ENSG00000285409	lncRNA
GABPB1-IT1	chr15	ENSG00000285410	lncRNA
ENSG00000285412	chr7	ENSG00000285412	lncRNA
ENSG00000285413	chr21	ENSG00000285413	lncRNA
ENSG00000285416	chr3	ENSG00000285416	unitary_pseudogene
ENSG00000285417	chr1	ENSG00000285417	transcribed_unitary_pseudogene
PDGFRL2P	chr5	ENSG00000285420	unitary_pseudogene
ENSG00000285424	chr6	ENSG00000285424	lncRNA
SOD2-OT1	chr6	ENSG00000285427	lncRNA
POLR2J3	chr7	ENSG00000285437	protein_coding
ENSG00000285444	chr13	ENSG00000285444	protein_coding
TUSC2P2	chrX	ENSG00000285445	processed_pseudogene
ENSG00000285446	chr6	ENSG00000285446	protein_coding
ENSG00000285448	chr13	ENSG00000285448	lncRNA
ENSG00000285454	chr4	ENSG00000285454	lncRNA
C4orf36	chr4	ENSG00000285458	protein_coding
LINC02792	chr1	ENSG00000285462	lncRNA
DHRS4L1	chr14	ENSG00000285467	lncRNA
TUSC2P1	chrY	ENSG00000285470	processed_pseudogene
ENSG00000285471	chr17	ENSG00000285471	protein_coding
OR4M2-OT1	chr15	ENSG00000285472	protein_coding
ENSG00000285473	chr1	ENSG00000285473	lncRNA
H2BK1	chr7	ENSG00000285480	protein_coding
LINC03094	chr9	ENSG00000285483	lncRNA
ENSG00000285486	chr17	ENSG00000285486	lncRNA
OR1Q1BP	chr15	ENSG00000285491	transcribed_unprocessed_pseudogene
ENSG00000285492	chr6	ENSG00000285492	lncRNA
ENSG00000285498	chr11	ENSG00000285498	TEC
ENSG00000285505	chr19	ENSG00000285505	protein_coding
ENSG00000285508	chr20	ENSG00000285508	protein_coding
TBCEL-TECTA	chr11	ENSG00000285509	protein_coding
ENSG00000285513	chr11	ENSG00000285513	lncRNA
LINC00941	chr12	ENSG00000285517	lncRNA
ENSG00000285518	chr14	ENSG00000285518	lncRNA
ENSG00000285519	chr2	ENSG00000285519	lncRNA
ENSG00000285520	chr10	ENSG00000285520	lncRNA
ENSG00000285521	chr1	ENSG00000285521	lncRNA
ENSG00000285522	chr5	ENSG00000285522	transcribed_unprocessed_pseudogene
ENSG00000285523	chr12	ENSG00000285523	lncRNA
ENSG00000285524	chr7	ENSG00000285524	lncRNA
ENSG00000285525	chr1	ENSG00000285525	lncRNA
ENSG00000285526	chr19	ENSG00000285526	protein_coding
ENSG00000285527	chr16	ENSG00000285527	lncRNA
ENSG00000285528	chr12	ENSG00000285528	protein_coding
ENSG00000285529	chr10	ENSG00000285529	lncRNA
ENSG00000285530	chr1	ENSG00000285530	lncRNA
ENSG00000285531	chr22	ENSG00000285531	processed_pseudogene
LINC02788	chr1	ENSG00000285532	lncRNA
RELA-DT	chr11	ENSG00000285533	lncRNA
ENSG00000285534	chr13	ENSG00000285534	lncRNA
ENSG00000285535	chr17	ENSG00000285535	lncRNA
LINC02838	chr7	ENSG00000285536	lncRNA
OR7E11P	chr11	ENSG00000285537	transcribed_processed_pseudogene
ENSG00000285538	chr16	ENSG00000285538	lncRNA
ENSG00000285539	chr3	ENSG00000285539	lncRNA
ENSG00000285540	chr10	ENSG00000285540	lncRNA
ENSG00000285541	chr17	ENSG00000285541	lncRNA
ENSG00000285542	chr2	ENSG00000285542	protein_coding
ENSG00000285543	chr16	ENSG00000285543	lncRNA
ENSG00000285545	chr11	ENSG00000285545	lncRNA
ENSG00000285547	chrX	ENSG00000285547	protein_coding
ENSG00000285548	chr2	ENSG00000285548	lncRNA
ENSG00000285549	chr5	ENSG00000285549	lncRNA
ENSG00000285550	chr18	ENSG00000285550	lncRNA
LINC02929	chr10	ENSG00000285551	lncRNA
ENSG00000285552	chr5	ENSG00000285552	lncRNA
ENSG00000285553	chr6	ENSG00000285553	lncRNA
LINC02988	chr1	ENSG00000285554	lncRNA
ENSG00000285555	chr12	ENSG00000285555	lncRNA
ENSG00000285556	chr9	ENSG00000285556	lncRNA
ENSG00000285557	chr3	ENSG00000285557	lncRNA
ENSG00000285558	chr3	ENSG00000285558	protein_coding
ENSG00000285559	chr17	ENSG00000285559	lncRNA
ENSG00000285560	chr15	ENSG00000285560	lncRNA
ENSG00000285561	chr11	ENSG00000285561	lncRNA
ENSG00000285562	chr11	ENSG00000285562	lncRNA
ENSG00000285563	chr4	ENSG00000285563	lncRNA
ENSG00000285564	chr6	ENSG00000285564	lncRNA
ENSG00000285565	chr6	ENSG00000285565	lncRNA
ENSG00000285566	chr13	ENSG00000285566	protein_coding
ENSG00000285567	chr16	ENSG00000285567	lncRNA
ENSG00000285568	chr11	ENSG00000285568	lncRNA
ENSG00000285569	chr2	ENSG00000285569	lncRNA
ENSG00000285570	chr1	ENSG00000285570	lncRNA
ENSG00000285571	chr6	ENSG00000285571	lncRNA
ENSG00000285572	chr13	ENSG00000285572	lncRNA
ENSG00000285573	chr7	ENSG00000285573	lncRNA
ENSG00000285575	chr18	ENSG00000285575	lncRNA
ENSG00000285576	chr13	ENSG00000285576	transcribed_unprocessed_pseudogene
ENSG00000285577	chr2	ENSG00000285577	lncRNA
ENSG00000285578	chr6	ENSG00000285578	lncRNA
ENSG00000285579	chr8	ENSG00000285579	lncRNA
ENSG00000285580	chr9	ENSG00000285580	lncRNA
ENSG00000285581	chr11	ENSG00000285581	lncRNA
ENSG00000285582	chr10	ENSG00000285582	lncRNA
ENSG00000285583	chr19	ENSG00000285583	lncRNA
ENSG00000285584	chr14	ENSG00000285584	lncRNA
ENSG00000285585	chr3	ENSG00000285585	protein_coding
ENSG00000285586	chr6	ENSG00000285586	lncRNA
ENSG00000285587	chr10	ENSG00000285587	lncRNA
ENSG00000285588	chr13	ENSG00000285588	lncRNA
ENSG00000285589	chr19	ENSG00000285589	protein_coding
ENSG00000285590	chr5	ENSG00000285590	lncRNA
ENSG00000285591	chr2	ENSG00000285591	lncRNA
ENSG00000285592	chr7	ENSG00000285592	lncRNA
ENSG00000285593	chr17	ENSG00000285593	lncRNA
LINC02856	chr18	ENSG00000285594	lncRNA
ENSG00000285595	chr18	ENSG00000285595	lncRNA
ENSG00000285597	chr15	ENSG00000285597	lncRNA
ENSG00000285598	chr6	ENSG00000285598	lncRNA
ENSG00000285599	chr8	ENSG00000285599	lncRNA
ENSG00000285600	chr3	ENSG00000285600	lncRNA
ENSG00000285601	chr8	ENSG00000285601	lncRNA
ENSG00000285602	chrX	ENSG00000285602	protein_coding
ENSG00000285603	chr6	ENSG00000285603	lncRNA
ENSG00000285604	chr1	ENSG00000285604	lncRNA
ENSG00000285605	chr5	ENSG00000285605	lncRNA
ENSG00000285606	chr8	ENSG00000285606	lncRNA
FAM90A9	chr8	ENSG00000285607	protein_coding
ENSG00000285608	chr14	ENSG00000285608	lncRNA
5S_rRNA	chr1	ENSG00000285609	rRNA_pseudogene
ENSG00000285610	chr6	ENSG00000285610	lncRNA
ENSG00000285611	chr2	ENSG00000285611	lncRNA
ENSG00000285612	chr14	ENSG00000285612	lncRNA
ENSG00000285613	chr16	ENSG00000285613	lncRNA
